id,gold_label,weak_label,entity,answer_span,start,end,cue,text,source,notes
gold-00219,,historical,患者症,患者症,24,27,术后,但是术后短期内会拥有局部血液循环障碍及流入不畅，患者症状缓解不明显的现象，可给与拉高阴囊等对症治疗，待局部流入通过侧支循环往复的创建稳定后，你的症状即可有缓解。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:2394,
gold-00220,,historical,一般3天后换药,一般3天后换药,39,46,术后,做完包皮包茎手术之后，需要有卧床休息1-2天，尽量少幸运，以免术后运动有破皮，一般3天后换药一次，过了三天左右正常运动。,dialogue_weak:包皮包茎:answer:男科5-13000.csv:2636,
gold-00221,,historical,应按医生的建议按时到医院换药,应按医生的建议按时到医院换药,42,56,术后,青年人更需注意，应防止看情色书籍，电视等，恋人应暂隐瞒，不要热吻做爱等，防止性刺激，应按医生的建议按时到医院换药，术后应遵医嘱用药预防工作传染,dialogue_weak:包皮包茎:answer:男科5-13000.csv:2732,
gold-00222,,historical,抗感染,抗感染,5,8,术后,4、术后、抗感染、抗消炎,dialogue_weak:早泄:answer:男科5-13000.csv:3110,
gold-00223,,historical,抗消炎,抗消炎,9,12,术后,4、术后、抗感染、抗消炎,dialogue_weak:早泄:answer:男科5-13000.csv:3110,
gold-00224,,historical,抗消炎,抗消炎,8,11,术后,5、术后抗感染、抗消炎。,dialogue_weak:早泄:answer:男科5-13000.csv:3126,
gold-00225,,historical,过早的性交或是性生活有利于疾病,过早的性交或是性生活有利于疾病,57,72,术后,因为现在临床诊断上对于精索静脉曲张的手术主要是采取微创技术，所以术后的护肤是比较快的，一般在术后一个月就可以同房，过早的性交或是性生活有利于疾病的恢复，建议您要注意适度，防止频繁的性生活。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:3290,
gold-00226,,historical,应该是属于慢性前列腺炎,应该是属于慢性前列腺炎,29,40,病史,你好：根据你的叙述，有前列腺炎的病史十多年，反反复复复发，应该是属于慢性前列腺炎，慢性前列腺炎是不容易康复的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:3452,
gold-00227,,historical,慢性前列腺炎,慢性前列腺炎,41,47,病史,你好：根据你的叙述，有前列腺炎的病史十多年，反反复复复发，应该是属于慢性前列腺炎，慢性前列腺炎是不容易康复的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:3452,
gold-00228,,historical,及病因方才能对症,及病因方才能对症,44,52,病史,这个阳痿早泄，勃起不坚，这属于男性性功能障碍，就是说需要有这个融合，临床诊断症状就病史，及病因方才能对症对因治疗,dialogue_weak:阳痿早泄:answer:男科5-13000.csv:3579,
gold-00229,,historical,行得通经皮刺击插管精索内静脉栓塞,行得通经皮刺击插管精索内静脉栓塞,9,25,术后,3.如手术后病发，行得通经皮刺击插管精索内静脉栓塞术。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:5636,
gold-00230,,historical,前列腺炎,前列腺炎,36,40,术后,多为细菌侵及睾丸所致，传染途径以倒行传染为基础，多再次发生在下尿路感染、前列腺炎、经尿道手术后以及长期羁押导尿管的患者，引来附睾睾丸炎，也可以经血行播散至睾丸，引来单纯的睾丸炎，致病菌常为大肠杆菌、变形杆菌、葡萄球菌、肠球菌及绿脓杆菌等。,dialogue_weak:睾丸扭转:answer:男科5-13000.csv:5783,
gold-00231,,historical,引来附睾睾丸炎,引来附睾睾丸炎,60,67,术后,多为细菌侵及睾丸所致，传染途径以倒行传染为基础，多再次发生在下尿路感染、前列腺炎、经尿道手术后以及长期羁押导尿管的患者，引来附睾睾丸炎，也可以经血行播散至睾丸，引来单纯的睾丸炎，致病菌常为大肠杆菌、变形杆菌、葡萄球菌、肠球菌及绿脓杆菌等。,dialogue_weak:睾丸扭转:answer:男科5-13000.csv:5783,
gold-00232,,historical,更何况手术本身就拥有许多的后遗症,更何况手术本身就拥有许多的后遗症,72,88,术后,绝大部分人可能会都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个慢过程，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:5802,
gold-00233,,historical,药物来长期调养的,药物来长期调养的,63,71,术后,绝大部分人可能会都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个慢过程，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:5802,
gold-00234,,historical,前列腺炎,前列腺炎,19,23,术后,"睾丸炎病因多见于倒行传染如下尿路感染,前列腺炎,尿道手术后,长期羁押导尿管者等等;",dialogue_weak:睾丸炎:answer:男科5-13000.csv:6001,
gold-00235,,historical,随着病,随着病,21,24,术后,前列腺增生手术后初期需要有置放导尿管排尿，随着病情康复，逐渐将尿管剪除，以免置放时间过长引来传染。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:6211,
gold-00236,,historical,精囊炎,精囊炎,46,49,病史,死精症可从以下许多症状来确诊、有些患者无临床诊断症状，部分患者或有慢性前列腺炎病史、睾丸炎、精囊炎等，有的患者有遗精、早泄或是性欲低下的现象、对死精的症状确诊的主要依据就是精液化验，一般来说，精液化验不活精子数的40%以上者，称之为死精过多。,dialogue_weak:死精症:answer:男科5-13000.csv:6273,
gold-00237,,historical,防止伤口感染,防止伤口感染,24,30,术后,术后需2个星期，增加对阴茎的刺激，防止经常勃起，防止伤口感染，有的服食抗生素几天消肿就可男科医院生殖整形筛查中心是第一家男性生殖整形和性功能重建谈判临床诊断基地。,dialogue_weak:龟头炎:answer:男科5-13000.csv:6366,
gold-00238,,historical,更何况手术本身就拥有许多的后遗症,更何况手术本身就拥有许多的后遗症,74,90,术后,绝大部分人可能会都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个“慢过程”，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:6462,
gold-00239,,historical,药物来长期调养的,药物来长期调养的,65,73,术后,绝大部分人可能会都知晓前列腺炎尤其是慢性前列腺炎是很难治疗的，而对于慢性前列腺炎的治疗更是个“慢过程”，即使是手术后也是需要有使用药物来长期调养的，更何况手术本身就拥有许多的后遗症问题。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:6462,
gold-00240,,historical,前列腺炎,前列腺炎,62,66,术后,从您的叙述看不能够剔除睾丸炎，附睾炎等情况的可能会，多为细菌侵及睾丸所致，传染途径以倒行传染为基础，多再次发生在下尿路感染、前列腺炎、经尿道手术后以及长期羁押导尿管的患者，引来附睾睾丸炎，也可以经血行播散至睾丸，引来单纯的睾丸炎，致病菌常为大肠杆菌、变形杆菌、葡萄球菌、肠球菌及绿脓杆菌等。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:6719,
gold-00241,,historical,引来附睾睾丸炎,引来附睾睾丸炎,86,93,术后,从您的叙述看不能够剔除睾丸炎，附睾炎等情况的可能会，多为细菌侵及睾丸所致，传染途径以倒行传染为基础，多再次发生在下尿路感染、前列腺炎、经尿道手术后以及长期羁押导尿管的患者，引来附睾睾丸炎，也可以经血行播散至睾丸，引来单纯的睾丸炎，致病菌常为大肠杆菌、变形杆菌、葡萄球菌、肠球菌及绿脓杆菌等。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:6719,
gold-00242,,historical,针对性用药,针对性用药,105,110,术后,1、术前的仔细检查费用：前列腺痛的术前仔细检查是非常重要的2、手术费用：前列腺痛的手术费主要就是根据不同的人流方式而有所差异的3、术后消炎费：这一小部分费用并不是千篇一律的，主要还是需要有根据手术后的不同情况，针对性用药，费用也有不同。,dialogue_weak:前列腺痛:answer:男科5-13000.csv:6806,
gold-00243,,historical,需要有长期的服用药,需要有长期的服用药,83,92,术后,建议较好还是注意休息，作好伤口的局部卫生预防工作感染的现象，建议较好还是去正规的医院理解治疗，一般私立医院的话收费比较昂贵，术后一定要注意实施调养早泄病情易反反复复，需要有长期的服用药物。,dialogue_weak:早泄:answer:男科5-13000.csv:6960,
gold-00244,,historical,只好代表以前有过炎症,只好代表以前有过炎症,31,41,既往,前列腺中的纤维化点一般就是既往有前列腺慢性炎症，愈后遗留下的，只好代表以前有过炎症，现在一般不会有什么症状，也无须治疗。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:7072,
gold-00245,,historical,随着病,随着病,21,24,术后,前列腺增生手术后初期需要有置放导尿管排尿，随着病情康复，逐渐将尿管剪除，以免置放时间过长导致感染。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:7101,
gold-00246,,historical,寄生虫感染,寄生虫感染,10,15,既往,也可因霉菌、螺旋体、寄生虫感染引发，既往有睾丸外伤者，可再次发生肉芽肿性睾丸炎。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:7304,
gold-00247,,historical,可再次发生肉芽肿性睾丸炎,可再次发生肉芽肿性睾丸炎,27,39,既往,也可因霉菌、螺旋体、寄生虫感染引发，既往有睾丸外伤者，可再次发生肉芽肿性睾丸炎。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:7304,
gold-00248,,historical,有上感症,有上感症,12,16,术后,你是疝气手术术后第四天，有上感症状，这是可以口服止咳药的，这是必须这样救治的，增加一切增强腹压的诱因。,dialogue_weak:疝气:answer:男科5-13000.csv:7537,
gold-00249,,historical,这是可以口服止咳药,这是可以口服止咳药,18,27,术后,你是疝气手术术后第四天，有上感症状，这是可以口服止咳药的，这是必须这样救治的，增加一切增强腹压的诱因。,dialogue_weak:疝气:answer:男科5-13000.csv:7537,
gold-00250,,historical,止咳药的,止咳药的,24,28,术后,你是疝气手术术后第四天，有上感症状，这是可以口服止咳药的，这是必须这样救治的，增加一切增强腹压的诱因。,dialogue_weak:疝气:answer:男科5-13000.csv:7537,
gold-00251,,family_history,针对病,针对病,12,15,父亲,建议你父亲积极就诊救治，针对病因救治。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:1518,
gold-00252,,family_history,BPH,BPH,28,31,家族史,近年来也注意到抽烟、肥胖及吸毒、家族史、人种及地理环境对BPH再次发生的关系。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:1793,
gold-00253,,family_history,许多精索静脉曲张症,许多精索静脉曲张症,0,9,父亲,许多精索静脉曲张症状较轻，因此许多患者不采用治疗，但这样的行为是错误的，精索静脉曲张不治疗会抹杀男性做父亲的权利，因此，该病的治疗不容忽视。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:8879,
gold-00254,,family_history,该病,该病,60,62,父亲,许多精索静脉曲张症状较轻，因此许多患者不采用治疗，但这样的行为是错误的，精索静脉曲张不治疗会抹杀男性做父亲的权利，因此，该病的治疗不容忽视。,dialogue_weak:精索静脉曲张:answer:男科5-13000.csv:8879,
gold-00255,,family_history,前列腺增生对症,前列腺增生对症,18,25,父亲,建议你带你父亲比较好到正规医院复诊，前列腺增生对症治疗方才能获得好的治疗效果。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:20757,
gold-00256,,family_history,专心给父亲服食之前的药,专心给父亲服食之前的药,0,11,父亲,专心给父亲服食之前的药为佳前列腺钙化是可以纾解的。,dialogue_weak:前列腺钙化:answer:男科5-13000.csv:23195,
gold-00257,,family_history,诊断是什么病,诊断是什么病,16,22,父亲,建议你父亲先去医院做个仔细检查，诊断是什么病原体传染所致。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:27254,
gold-00258,,family_history,对该病,对该病,26,29,家族史,近年来发觉，抽烟，肥胖醺酒，家族史，人种及地域环境，对该病的再次发生都是有关系的。,dialogue_weak:前列腺增生:answer:男科5-13000.csv:31269,
gold-00259,,family_history,但是对于糖尿病,但是对于糖尿病,16,23,母亲,剖宫产宝宝仔细检查血糖不是常规，但是对于糖尿病母亲或者巨大儿是常规。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:38120,
gold-00260,,family_history,你父亲的情况需要有考量是癌症,你父亲的情况需要有考量是癌症,0,14,父亲,你父亲的情况需要有考量是癌症晚期致使的营养不良。,dialogue_weak:男性功能障碍:answer:男科5-13000.csv:43785,
gold-00261,,family_history,hcg,hcg,37,40,母亲,小孩子降生的时候睾丸没正常下来，就是隐睾，也就是睾丸没上升，和母亲体内血液hcg的数量还不够，没让小孩子很好的睾丸从腹腔里面上升到阴囊的位置有关系，也就是个隐睾，实施手术治疗，可以基本根治，越早手术效果越好，防止成年以后影响到小孩正常的个精子生长发育,dialogue_weak:睾丸畸形:answer:男科5-13000.csv:48698,
gold-00262,,family_history,你父亲可以适当口服强精补肾的中药,你父亲可以适当口服强精补肾的中药,0,16,父亲,你父亲可以适当口服强精补肾的中药实施调养。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:53975,
gold-00263,,family_history,强精补肾的中药实施调养,强精补肾的中药实施调养,9,20,父亲,你父亲可以适当口服强精补肾的中药实施调养。,dialogue_weak:睾丸炎:answer:男科5-13000.csv:53975,
gold-00264,,family_history,你患慢性前列腺炎,你患慢性前列腺炎,0,8,家族史,你患慢性前列腺炎已经有三年的时间了，但是慢性前列腺炎疾病并不会引来前列腺癌再次发生的，致使前列腺癌疾病的病因很有可能与家族史有关系的，如果家族有患癌症人群那么你患癌的几率会比较高，再出也可能与激素方面有关系，或者年龄都有关系的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:54717,
gold-00265,,family_history,致使前列腺癌疾病的病,致使前列腺癌疾病的病,43,53,家族史,你患慢性前列腺炎已经有三年的时间了，但是慢性前列腺炎疾病并不会引来前列腺癌再次发生的，致使前列腺癌疾病的病因很有可能与家族史有关系的，如果家族有患癌症人群那么你患癌的几率会比较高，再出也可能与激素方面有关系，或者年龄都有关系的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:54717,
gold-00266,,family_history,家族有患癌症人群那么你患癌,家族有患癌症人群那么你患癌,69,82,家族史,你患慢性前列腺炎已经有三年的时间了，但是慢性前列腺炎疾病并不会引来前列腺癌再次发生的，致使前列腺癌疾病的病因很有可能与家族史有关系的，如果家族有患癌症人群那么你患癌的几率会比较高，再出也可能与激素方面有关系，或者年龄都有关系的。,dialogue_weak:前列腺炎:answer:男科5-13000.csv:54717,
gold-00267,,family_history,您父亲也有可能是前列腺增生等疾病,您父亲也有可能是前列腺增生等疾病,11,27,父亲,融合您购买的情况讲解，您父亲也有可能是前列腺增生等疾病。,dialogue_weak:前列腺囊肿:answer:男科5-13000.csv:59835,
gold-00268,,family_history,治疗的时候主要以口服药,治疗的时候主要以口服药,42,53,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00269,,family_history,说补肾起萎胶囊,说补肾起萎胶囊,120,127,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00270,,family_history,六味地黄丸等药,六味地黄丸等药,128,135,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00271,,family_history,药物实施治疗为基础,药物实施治疗为基础,52,61,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00272,,family_history,中成药中成药,中成药中成药,111,117,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00273,,family_history,两周,两周,143,145,兄弟,临床诊断上早泄和勃起功能障碍，早泄是个兄弟，临床诊断上早泄在一般同时伴发早泄的时候，治疗的时候主要以口服药物实施治疗为基础，一般中医上来说主要是由于心肾不交，肾气亏虚或者是疲劳综合征等原因导致的，这两个时候最好可以口服一些中成药中成药，比如说补肾起萎胶囊，六味地黄丸等药物，药物连续服用两周,dialogue_weak:勃起功能障碍:answer:男科5-13000.csv:60157,
gold-00274,,family_history,两者在感染,两者在感染,19,24,兄弟,精囊与前列腺的解剖和生理功能密切相关，两者在感染的来源、临床症状以及诊断方法上都十分相似，而且两者之间常互相影响，成为“患难兄弟”。,dialogue_weak:精囊炎:answer:男科5-13000.csv:64659,
gold-00275,,family_history,临床症,临床症,28,31,兄弟,精囊与前列腺的解剖和生理功能密切相关，两者在感染的来源、临床症状以及诊断方法上都十分相似，而且两者之间常互相影响，成为“患难兄弟”。,dialogue_weak:精囊炎:answer:男科5-13000.csv:64659,
gold-00276,,family_history,.器质性不射精症,.器质性不射精症,32,40,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00277,,family_history,脊髓损伤,脊髓损伤,57,61,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00278,,family_history,某些颅脑病,某些颅脑病,68,73,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00279,,family_history,精神性不射精症多见.不射精症,精神性不射精症多见.不射精症,94,108,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00280,,family_history,不射精症,不射精症,126,130,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00281,,family_history,射精衰竭症,射精衰竭症,255,260,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00282,,family_history,某些药物等,某些药物等,86,91,遗传史,"或是在其他情况下可射出精液,而在阴道内不射精.两者统称为不射精症.器质性不射精症多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精症多见.不射精症影响生殖健康,可引起男性不育.另外,不射精症由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精症的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.",dialogue_weak:不射精症:answer:男科5-13000.csv:68542,
gold-00283,,family_history,确定或许是什么病,确定或许是什么病,49,57,父亲,前列腺增大伴结石治疗具体的费用需要根据你病人的实际情况来定的，你可以带您父亲来医院做个相关的检查，确定或许是什么病情，再制定相应的治疗方案,dialogue_weak:前列腺结石:answer:男科5-13000.csv:80912,
gold-00284,,family_history,脊髓损伤,脊髓损伤,61,65,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00285,,family_history,某些颅脑病,某些颅脑病,72,77,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
gold-00286,,family_history,射精衰竭症,射精衰竭症,255,260,遗传史,"你好不射精可分为精神性和器质性两类.对精神性不射精可在性咨询中察知精神因素.器质性不射精多见于先天性泌尿生殖系统发育异常,脊髓损伤,输精管梗阻,某些颅脑病变,女性阴道过于宽松和服用某些药物等,没有精神性不射精多见.不射精影响生殖健康,可引起男性不育.另外,不射精由于在性交中无性高潮,使性的兴趣大减,因而往往可伴有性欲减退,夫妻之间也可能出现一定程度的感情危机,因此应主动就医.不射精的治疗要区别不同病因,采取病因学治疗.功能性不射精多有遗传史和非性交状态下射精史.如：（1）性知识缺乏.（2）心理因素.（3）射精衰竭症.②泌尿生殖系统先天性发育缺陷或者炎症刺激,如膀胱颈松弛,精阜肥大,阴茎硬结症,阴茎外伤,严重尿道下裂,前列腺炎,精囊炎等.③内分泌功能紊乱,如垂体功能低下,甲状腺功能亢进,肢端肥大症,黏液性水肿等.④有些药物也可引起不射精,常见的有治疗高血压的胍乙啶和利血平,治疗神经衰弱的利眠宁,甲硫哒嗪等.不射精患者如果想生育,最好是能找出其发生原因,进行对症治疗,如进行心理疏导,掌握性知识,停用影响药物,治疗有关疾病等.恢复了射精功能,就可以正常地生育.",dialogue_weak:不射精症:answer:男科5-13000.csv:86120,
